review_id,product_category,product_name,review_text,rating,source
S0413,fashion,Fastrack Watch,Fastrack Watch खरेदी करू नका. stitching कच्चा.,1,synthetic
S0400,fashion,Raymond Shirt,मला Raymond Shirt खूप आवडला. stitching उपयुक्त आहे.,5,synthetic
S0236,mobile,Vivo Y27,"काही गोष्टी अद्वितीय, काही फालतू. एकूणच ठीक.",3,synthetic
S0376,fashion,W Dress,stitching चांगली आहे. किंमतीच्या तुलनेत अमूल्य.,5,synthetic
S0439,fashion,W Dress,Okay-ish आहे. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0520,books,Pratinidhi,Expected पेक्षा कमी. पण use करण्यासारखे आहे.,3,synthetic
S0372,fashion,Manyavar Sherwani,आरामदायी color! आनंद झाला. नक्की घ्या.,5,synthetic
S0384,fashion,Peter England Shirt,Solid साईज! value for money. नक्की घ्या.,4,synthetic
S0191,mobile,Motorola Edge 40,Perfect RAM! मस्त product. नक्की घ्या.,5,synthetic
S0504,books,Yayati,Worst quality! किंमतीला अनुसरून नाही.,2,synthetic
S0285,kitchen,Hawkins Tawa,Hawkins Tawa फार premium. मोटर आणि design दोन्ही टिकाऊ.,4,synthetic
S0238,mobile,Redmi 12,Redmi 12 किंमतीला अनुसरून ठीक. charging ठीक आहे पण special काही नाही.,3,synthetic
S0436,fashion,Puma Shoes,Complaint केली. strap flimsy आहे.,1,synthetic
S0518,books,Swami,कागद मस्त आहे पण किंमतीला अनुसरून मध्यम.,3,synthetic
S0156,mobile,iPhone 14,Premium product! नेटवर्क पण उत्तम. recommend करते.,4,synthetic
S0149,mobile,Redmi A2,Redmi A2 फार superb. 5G connectivity आणि design दोन्ही छान.,4,synthetic
S0377,fashion,FabIndia Kurta,हा FabIndia Kurta खूप अप्रतिम आहे. साईज मस्त आहे.,5,synthetic
S0362,fashion,W Dress,Premium product! strap पण टिकाऊ. recommend करते.,5,synthetic
S0585,electronics,Canon Camera,पातळ quality! किंमतीला अनुसरून नाही.,2,synthetic
S0311,kitchen,Philips Mixer,चांगला product! मोटर पण उपयुक्त. सर्वांनी घ्या.,4,synthetic
S0176,mobile,Samsung Galaxy M14,खूप समाधानी. RAM expected पेक्षा perfect.,5,synthetic
S0128,mobile,iQOO Neo 7,"Build quality perfect, कॅमेरा चांगला, recommend करते.",5,synthetic
S0235,mobile,Samsung Galaxy F14,RAM उपयुक्त आहे पण किंमतीला अनुसरून मध्यम.,3,synthetic
S0317,kitchen,Borosil Microwave,Worst quality! किंमतीला अनुसरून नाही.,1,synthetic
S0434,fashion,Fastrack Sunglasses,Fastrack Sunglasses खरेदी करू नका. design flimsy.,2,synthetic
S0539,electronics,Realme Buds,खूप समाधानी. डिस्प्ले expected पेक्षा मजबूत.,5,synthetic
S0133,mobile,Samsung Galaxy S23,हा Samsung Galaxy S23 खूप solid आहे. build quality छान आहे.,4,synthetic
S0378,fashion,Raymond Shirt,टिकाऊ product! फिटिंग पण excellent. मस्त product.,4,synthetic
S0392,fashion,Bata Sandals,फिटिंग आरामदायी आहे. किंमतीच्या तुलनेत perfect.,5,synthetic
S0294,kitchen,Bajaj Induction Cooktop,टिकाऊ blade! पुन्हा घेईन. नक्की घ्या.,5,synthetic
S0155,mobile,Motorola G54,"Build quality superb, charging solid, सर्वांनी घ्या.",4,synthetic
S0190,mobile,Vivo Y27,Perfect बॅटरी! recommend करतो. नक्की घ्या.,5,synthetic
S0239,mobile,Redmi Note 13 Pro,RAM अप्रतिम आहे पण किंमतीला अनुसरून मध्यम.,3,synthetic
S0414,fashion,W Dress,वाईट अनुभव. design पातळ आहे.,2,synthetic
S0510,books,Vinda,Vinda खरेदी करू नका. कथा भंगार.,2,synthetic
S0487,books,Wakaee,Premium product! भाषा पण चांगले. अप्रतिम अनुभव.,5,synthetic
S0587,electronics,Dell Monitor,महिन्यातच warranty खराब झाली. पैसे वाया गेले.,2,synthetic
S0112,mobile,OnePlus Nord CE 3,OnePlus Nord CE 3 फार मस्त. build quality आणि design दोन्ही चांगली.,5,synthetic
S0231,mobile,iPhone 14,iPhone 14 mixed feelings. storage ठीक आहे पण special काही नाही.,3,synthetic
S0110,mobile,iPhone 13,खूप दिवस वापरतोय. storage अजूनही solid आहे. recommend करते.,5,synthetic
S0273,kitchen,Cosmo Cookware,टिकाऊ हाताळणी! समाधानी आहे. नक्की घ्या.,5,synthetic
S0492,books,Pratinidhi,Pratinidhi फार सुंदर. कथा आणि design दोन्ही उपयुक्त.,5,synthetic
S0212,mobile,Motorola G54,थकलेला quality! किंमतीला अनुसरून नाही.,2,synthetic
S0309,kitchen,Pigeon Mixer Grinder,हा Pigeon Mixer Grinder खूप अमूल्य आहे. हाताळणी चांगली आहे.,5,synthetic
S0532,electronics,Fire-Boltt Watch,अप्रतिम sound quality! worth every rupee. नक्की घ्या.,5,synthetic
S0105,mobile,Redmi Note 12,मला Redmi Note 12 खूप आवडला. processor मजबूत आहे.,5,synthetic
S0243,mobile,OnePlus Nord CE 3,काही चांगले काही वाईट. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0320,kitchen,Hawkins Cooker,"Money waste. डिझाईन घाण, build poor.",2,synthetic
S0118,mobile,Redmi Note 12,Great product! RAM पण अप्रतिम. blown away.,4,synthetic
S0304,kitchen,Bajaj Induction Cooktop,टिकाऊ मोटर! खूप आवडले. नक्की घ्या.,5,synthetic
S0229,mobile,iPhone 13,सुमार quality! किंमतीला अनुसरून नाही.,2,synthetic
S0153,mobile,Samsung Galaxy F14,मला Samsung Galaxy F14 खूप आवडला. कॅमेरा perfect आहे.,4,synthetic
S0249,mobile,Redmi A2,Mixed feelings. grip amazing पण grip थोडे वाईट.,3,synthetic
S0293,kitchen,Pigeon Mixer Grinder,"Build quality premium, build premium, worth every rupee.",5,synthetic
S0277,kitchen,Prestige Gas Stove,उष्णता छान आहे. किंमतीच्या तुलनेत सुंदर.,5,synthetic
S0364,fashion,Adidas T-Shirt,Recommend करतो. sole खरोखर premium आहे.,5,synthetic
S0468,books,Aaicha Gao,अप्रतिम! printing quality solid आहे आणि किंमत वाजवी.,4,synthetic
S0561,electronics,OnePlus Bullets,Delivery वेळेत झाली. OnePlus Bullets उपयुक्त आहे. battery premium.,4,synthetic
S0536,electronics,Realme Buds,मला Realme Buds खूप आवडला. connectivity perfect आहे.,4,synthetic
S0472,books,Duniyadari,cover solid आहे. किंमतीच्या तुलनेत perfect.,5,synthetic
S0433,fashion,Nike Cap,"Money waste. comfort कमकुवत, build पातळ.",2,synthetic
S0451,books,Battatyachi Chal,मस्त product! कथानक पण छान. आनंद झाला.,5,synthetic
S0213,mobile,Poco X5 Pro,खराब quality! किंमतीला अनुसरून नाही.,2,synthetic
S0321,kitchen,Prestige Tawa,पैसे वाया. blade पूर्णपणे भंगार.,1,synthetic
S0547,electronics,Mi Smart Band,"Build quality अप्रतिम, bass चांगली, worth every rupee.",5,synthetic
S0408,fashion,Lee Cooper Jeans,Recommend करते. material खरोखर अप्रतिम आहे.,5,synthetic
S0404,fashion,Allen Solly Shirt,खूप समाधानी. strap expected पेक्षा solid.,5,synthetic
S0324,kitchen,Prestige Mixer Grinder,महिन्यातच warranty खराब झाली. complete waste.,2,synthetic
S0248,mobile,Nothing Phone 2,ठीक आहे. sound superb पण build घाण.,3,synthetic
S0599,electronics,HP Printer,Expected पेक्षा कमी. पण use करण्यासारखे आहे.,3,synthetic
S0269,kitchen,Pigeon Mixer Grinder,मला Pigeon Mixer Grinder खूप आवडला. flame छान आहे.,5,synthetic
S0447,fashion,FabIndia Kurta,फिटिंग आरामदायी आहे पण किंमतीला अनुसरून मध्यम.,3,synthetic
S0271,kitchen,Lifelong Hand Blender,Delivery वेळेत झाली. Lifelong Hand Blender उपयुक्त आहे. non-stick coating solid.,4,synthetic
S0252,kitchen,Bajaj Induction Cooktop,safety lock मजबूत आहे. किंमतीच्या तुलनेत मजबूत.,4,synthetic
S0131,mobile,Realme Narzo 60,Excellent product! storage पण अद्वितीय. recommend करतो.,4,synthetic
S0201,mobile,Vivo V29,खूप निराशा झाली. बॅटरी bad आहे.,2,synthetic
S0197,mobile,Redmi 12,खूप निराशा झाली. कॅमेरा worst आहे.,2,synthetic
S0444,fashion,Bata Sandals,Mixed feelings. quality excellent पण quality थोडे नाजूक.,3,synthetic
S0465,books,Aagatya,छान छपाई! worth every rupee. नक्की घ्या.,5,synthetic
S0579,electronics,HP Laptop,भंगार signal! complaint केली. परत केले.,1,synthetic
S0125,mobile,Realme Narzo 60,हा Realme Narzo 60 खूप चांगली आहे. फिंगरप्रिंट perfect आहे.,5,synthetic
S0199,mobile,Tecno Spark 10 Pro,Description प्रमाणे नाही. नेटवर्क bad. पैसे वाया गेले.,2,synthetic
S0347,kitchen,Prestige Mixer Grinder,Mixed feelings. non-stick coating अमूल्य पण non-stick coating थोडे कमकुवत.,3,synthetic
S0551,electronics,Canon Camera,bass चांगला आहे. किंमतीच्या तुलनेत अमूल्य.,4,synthetic
S0224,mobile,OnePlus Nord CE 3,Poor RAM! फसवणूक झाली. परत केले.,2,synthetic
S0175,mobile,Realme C55,पुन्हा घेईन. नेटवर्क खरोखर amazing आहे.,4,synthetic
S0314,kitchen,Prestige Gas Stove,पैसे वाया. flame पूर्णपणे bad.,1,synthetic
S0218,mobile,Redmi A2,Cheap फिंगरप्रिंट! वाईट अनुभव. परत केले.,1,synthetic
S0563,electronics,Mi Power Bank,"Build quality superb, speed great, आनंद झाला.",5,synthetic
S0427,fashion,Raymond Suit Length,"Money waste. design cheap, build भंगार.",1,synthetic
S0582,electronics,Dell Monitor,पातळ quality! किंमतीला अनुसरून नाही.,2,synthetic
S0486,books,Swami,"Build quality perfect, लेखन चांगला, recommend करते.",5,synthetic
S0280,kitchen,Wonderchef Knife Set,Delivery वेळेत झाली. Wonderchef Knife Set मस्त आहे. non-stick coating अद्वितीय.,4,synthetic
S0318,kitchen,Butterfly Mixer,खूप निराशा झाली. हाताळणी कमकुवत आहे.,2,synthetic
S0482,books,Battatyachi Chal,मला Battatyachi Chal खूप आवडला. cover चांगला आहे.,5,synthetic
S0337,kitchen,Pigeon Mixer Grinder,Mixed feelings. safety lock perfect पण safety lock थोडे थकलेला.,3,synthetic
S0183,mobile,Vivo Y27,खूप समाधानी. storage expected पेक्षा premium.,5,synthetic
S0329,kitchen,Prestige Tawa,Useless साफसफाई! भयानक service. परत केले.,2,synthetic
S0572,electronics,Sony WH-1000XM4,Sony WH-1000XM4 खरेदी करू नका. build फालतू.,2,synthetic
S0477,books,Battatyachi Chal,खूप दिवस वापरतोय. cover अजूनही मजबूत आहे. पैसे वसूल झाले.,4,synthetic
S0117,mobile,iPhone 13,खूप दिवस वापरतोय. build quality अजूनही amazing आहे. आनंद झाला.,5,synthetic
S0202,mobile,Nothing Phone 2,खूप निराशा झाली. डिस्प्ले cheap आहे.,2,synthetic
S0391,fashion,Nike Cap,मला Nike Cap खूप आवडला. strap solid आहे.,5,synthetic
S0573,electronics,Dell Laptop,"Money waste. build flimsy, build खराब.",2,synthetic
S0369,fashion,Bata Shoes,अप्रतिम अनुभव. sole खरोखर superb आहे.,5,synthetic
S0352,fashion,Fastrack Watch,छान product! material पण छान. मस्त product.,5,synthetic
S0405,fashion,Adidas T-Shirt,खूप मस्त कापड! आनंद झाला. नक्की घ्या.,5,synthetic
S0577,electronics,Sony TV,महिन्यातच bass खराब झाली. पैसे वाया गेले.,2,synthetic
S0574,electronics,Logitech Mouse,फालतू battery! फसवणूक झाली. परत केले.,1,synthetic
S0307,kitchen,Havells Iron,खूप दिवस वापरतोय. हाताळणी अजूनही चांगले आहे. खूप आवडले.,5,synthetic
S0276,kitchen,Cosmo Cookware,हा Cosmo Cookware खूप अद्वितीय आहे. blade चांगली आहे.,4,synthetic
S0431,fashion,Fastrack Watch,खूप निराशा झाली. color नाजूक आहे.,1,synthetic
S0417,fashion,Nike Cap,भयानक service. material useless आहे.,2,synthetic
S0494,books,Punha Ekda,मला Punha Ekda खूप आवडला. भाषा premium आहे.,4,synthetic
S0206,mobile,Vivo V29,सुमार quality! किंमतीला अनुसरून नाही.,2,synthetic
S0419,fashion,Bata Sandals,हा Bata Sandals खूप पातळ आहे. फिनिश नाजूक.,2,synthetic
S0182,mobile,iPhone 14,उपयुक्त processor! आनंद झाला. नक्की घ्या.,5,synthetic
S0393,fashion,FabIndia Kurta,strap अद्वितीय आहे. किंमतीच्या तुलनेत great.,4,synthetic
S0207,mobile,Samsung Galaxy A34,Customer care पण मदत करत नाही. फिंगरप्रिंट वाईट.,2,synthetic
S0411,fashion,Nike Shoes,चांगले material! पुन्हा घेईन. नक्की घ्या.,5,synthetic
S0109,mobile,Motorola Edge 40,खूप आवडले. processor खरोखर सुंदर आहे.,5,synthetic
S0514,books,Aagatya,Mixed feelings. कागद सुंदर पण कागद थोडे घाण.,3,synthetic
S0564,electronics,OnePlus Bullets,खूप समाधानी. range expected पेक्षा perfect.,5,synthetic
S0198,mobile,Samsung Galaxy A34,हा Samsung Galaxy A34 खूप worst आहे. processor bad.,2,synthetic
S0193,mobile,Nothing Phone 2,Flimsy quality! किंमतीला अनुसरून नाही.,2,synthetic
S0220,mobile,Motorola G54,Complaint केली. नेटवर्क घाण आहे.,2,synthetic
S0328,kitchen,Wonderchef Knife Set,हा Wonderchef Knife Set खूप bad आहे. डिझाईन भंगार.,2,synthetic
S0338,kitchen,Havells Iron,Expectations पूर्ण नाही पण ठीक. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0322,kitchen,Bajaj Induction Cooktop,सुमार non-stick coating! खराब झाले. परत केले.,1,synthetic
S0111,mobile,Motorola Edge 40,charging premium आहे. किंमतीच्या तुलनेत solid.,5,synthetic
S0479,books,Pachola,आरामदायी कथानक! पैसे वसूल झाले. नक्की घ्या.,5,synthetic
S0342,kitchen,Hawkins Cooker,Mixed feelings. non-stick coating superb पण build cheap.,3,synthetic
S0158,mobile,iPhone 15,Delivery वेळेत झाली. iPhone 15 premium आहे. processor solid.,5,synthetic
S0540,electronics,Noise ColorFit,खूप दिवस वापरतोय. battery अजूनही excellent आहे. पैसे वसूल झाले.,4,synthetic
S0528,electronics,Realme Buds,खूप दिवस वापरतोय. range अजूनही चांगली आहे. recommend करतो.,5,synthetic
S0368,fashion,Adidas T-Shirt,comfort superb आहे. किंमतीच्या तुलनेत चांगला.,5,synthetic
S0556,electronics,TP-Link Extender,खूप दिवस वापरतोय. bass अजूनही सुंदर आहे. आनंद झाला.,5,synthetic
S0165,mobile,Nothing Phone 2a,खूप दिवस वापरतोय. RAM अजूनही उपयुक्त आहे. अप्रतिम अनुभव.,4,synthetic
S0358,fashion,Lee Cooper Jeans,अप्रतिम! design टिकाऊ आहे आणि किंमत वाजवी.,5,synthetic
S0194,mobile,iPhone 13,"Money waste. फिंगरप्रिंट useless, build flimsy.",1,synthetic
S0308,kitchen,Hawkins Cooker,non-stick coating superb आहे. किंमतीच्या तुलनेत खूप मस्त.,5,synthetic
S0406,fashion,Levi's T-Shirt,मला Levi's T-Shirt खूप आवडला. कापड अप्रतिम आहे.,5,synthetic
S0445,fashion,Lee Cooper Shoes,Mixed feelings. कापड टिकाऊ पण कापड थोडे फालतू.,3,synthetic
S0330,kitchen,Pigeon Kettle,हा Pigeon Kettle खूप फालतू आहे. उष्णता कच्चा.,2,synthetic
S0192,mobile,Poco X5 Pro,गेमिंग performance excellent आहे. किंमतीच्या तुलनेत उपयुक्त.,5,synthetic
S0230,mobile,Tecno Spark 10 Pro,Mixed feelings. फिंगरप्रिंट great पण फिंगरप्रिंट थोडे खराब.,3,synthetic
S0594,electronics,JBL Speaker,काही चांगले काही वाईट. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0381,fashion,Nike Shoes,Great product! कापड पण अद्वितीय. आनंद झाला.,4,synthetic
S0119,mobile,Redmi Note 12,Worth every rupee. grip खरोखर चांगली आहे.,5,synthetic
S0575,electronics,boAt Smartwatch,battery खूप पातळ आहे. complaint केली.,1,synthetic
S0247,mobile,OnePlus Nord CE 3,storage अद्वितीय आहे पण किंमतीला अनुसरून मध्यम.,3,synthetic
S0282,kitchen,Milton Tiffin Box,खूप समाधानी. उष्णता expected पेक्षा amazing.,5,synthetic
S0385,fashion,Puma Shoes,खूप समाधानी. फिनिश expected पेक्षा खूप मस्त.,5,synthetic
S0346,kitchen,Borosil Microwave,Borosil Microwave किंमतीला अनुसरून ठीक. build ठीक आहे पण special काही नाही.,3,synthetic
S0374,fashion,FabIndia Kurta,Superb color! पुन्हा घेईन. नक्की घ्या.,4,synthetic
S0597,electronics,TP-Link Extender,Mixed feelings. bass चांगले पण bass थोडे कमकुवत.,3,synthetic
S0429,fashion,Biba Salwar Suit,कच्चा sole! भयानक service. परत केले.,1,synthetic
S0185,mobile,iPhone 15,खूप दिवस वापरतोय. कॅमेरा अजूनही मस्त आहे. पुन्हा घेईन.,4,synthetic
S0375,fashion,Biba Salwar Suit,Perfect product! comfort पण उत्तम. अप्रतिम अनुभव.,5,synthetic
S0394,fashion,Allen Solly Shirt,खूप दिवस वापरतोय. sole अजूनही अद्वितीय आहे. पुन्हा घेईन.,4,synthetic
S0323,kitchen,Cosmo Cookware,Worst डिझाईन! परत करावे लागले. परत केले.,2,synthetic
S0382,fashion,Levi's Jeans,अप्रतिम! design चांगले आहे आणि किंमत वाजवी.,5,synthetic
S0441,fashion,Raymond Suit Length,Raymond Suit Length किंमतीला अनुसरून ठीक. comfort ठीक आहे पण special काही नाही.,3,synthetic
